clicks,impressions,datetime,quantity,total_price
10,16,2022-07-13T20:36:57.238Z,6,4.6000000000000005
6,19,2022-07-13T20:36:57.238Z,8,0.6
10,15,2022-07-13T20:36:57.238Z,10,8.9
3,10,2022-07-13T20:36:57.238Z,4,4.5
8,17,2022-07-13T20:37:22.293Z,10,9.8
7,11,2022-07-13T20:37:22.293Z,10,3.8
2,18,2022-07-13T20:37:22.293Z,7,5.1
8,13,2022-07-13T20:37:22.293Z,6,4.1
10,18,2022-07-13T20:37:22.293Z,1,3.9000000000000004
2,14,2022-07-13T20:37:22.293Z,6,8.100000000000001
5,16,2022-07-13T20:37:22.293Z,10,4.0
9,18,2022-07-13T20:37:22.293Z,5,1.4000000000000001
9,12,2022-07-13T20:37:22.293Z,2,3.0
9,12,2022-07-13T20:37:22.293Z,2,4.5
3,10,2022-07-13T20:36:07.151Z,6,5.8
4,14,2022-07-13T20:36:07.151Z,10,9.0
5,16,2022-07-13T20:36:07.151Z,6,4.2
10,10,2022-07-13T20:36:07.151Z,5,7.800000000000001
8,10,2022-07-13T20:36:07.151Z,3,6.8999999999999995
6,15,2022-07-13T20:36:07.151Z,2,1.2
9,13,2022-07-13T20:36:07.151Z,4,8.7
2,13,2022-07-13T20:36:07.151Z,5,0.6
1,10,2022-07-13T20:36:07.151Z,9,2.3000000000000003
1,15,2022-07-13T20:36:07.151Z,10,2.4
1,10,2022-07-13T20:36:17.170Z,1,3.4000000000000004
1,13,2022-07-13T20:36:17.170Z,9,4.1
3,16,2022-07-13T20:36:17.170Z,3,7.199999999999999
7,11,2022-07-13T20:36:17.170Z,6,8.9
7,16,2022-07-13T20:36:17.170Z,3,3.2
4,17,2022-07-13T20:36:17.170Z,5,8.2
10,17,2022-07-13T20:36:17.170Z,10,1.1
8,14,2022-07-13T20:36:17.170Z,2,1.4000000000000001
4,13,2022-07-13T20:36:17.170Z,2,6.0
8,20,2022-07-13T20:36:17.170Z,9,6.0
8,18,2022-07-13T20:36:27.189Z,9,7.4
10,12,2022-07-13T20:36:27.189Z,4,2.4
8,17,2022-07-13T20:36:27.189Z,8,4.1
8,17,2022-07-13T20:36:27.189Z,7,7.7
5,15,2022-07-13T20:36:27.189Z,6,6.800000000000001
8,18,2022-07-13T20:36:27.189Z,6,6.8999999999999995
9,14,2022-07-13T20:36:27.189Z,7,9.6
8,17,2022-07-13T20:36:27.189Z,10,5.8999999999999995
2,18,2022-07-13T20:36:27.189Z,6,0.4
7,20,2022-07-13T20:36:27.189Z,7,8.6
7,13,2022-07-13T20:37:47.329Z,1,2.2
4,19,2022-07-13T20:37:47.329Z,1,0.2
3,16,2022-07-13T20:37:47.329Z,4,3.7
3,14,2022-07-13T20:37:47.329Z,2,9.200000000000001
1,18,2022-07-13T20:37:47.329Z,2,1.1
3,11,2022-07-13T20:37:47.329Z,10,5.0
2,11,2022-07-13T20:37:47.329Z,9,4.4
5,15,2022-07-13T20:37:47.329Z,8,8.5
3,17,2022-07-13T20:37:47.329Z,2,4.699999999999999
9,16,2022-07-13T20:37:47.329Z,10,3.9000000000000004
8,12,2022-07-13T20:36:32.201Z,4,3.5
8,13,2022-07-13T20:36:32.201Z,5,1.9
8,20,2022-07-13T20:36:32.201Z,2,7.3
9,14,2022-07-13T20:36:32.201Z,7,3.5
3,14,2022-07-13T20:36:32.201Z,10,6.1
6,10,2022-07-13T20:36:32.201Z,5,1.5
2,17,2022-07-13T20:36:32.201Z,9,8.100000000000001
7,12,2022-07-13T20:36:32.201Z,1,7.1
4,15,2022-07-13T20:36:32.201Z,10,9.399999999999999
6,17,2022-07-13T20:36:32.201Z,2,9.200000000000001
5,17,2022-07-13T20:37:07.270Z,9,4.5
8,17,2022-07-13T20:37:07.270Z,6,1.3
9,13,2022-07-13T20:37:07.270Z,1,3.8
6,13,2022-07-13T20:37:07.270Z,7,5.8
6,11,2022-07-13T20:37:07.270Z,6,7.800000000000001
7,18,2022-07-13T20:37:07.270Z,1,5.699999999999999
7,17,2022-07-13T20:37:07.270Z,1,6.7
10,13,2022-07-13T20:37:07.270Z,4,1.7000000000000002
3,12,2022-07-13T20:37:07.270Z,7,8.8
2,16,2022-07-13T20:37:07.270Z,2,9.8
4,19,2022-07-13T20:37:37.315Z,3,0.2
4,16,2022-07-13T20:37:37.315Z,7,0.6
6,17,2022-07-13T20:37:37.315Z,9,9.9
8,13,2022-07-13T20:37:37.315Z,6,2.4
4,17,2022-07-13T20:37:37.315Z,5,4.699999999999999
3,18,2022-07-13T20:37:37.315Z,9,3.9000000000000004
9,12,2022-07-13T20:37:37.315Z,9,6.5
5,13,2022-07-13T20:37:37.315Z,4,2.8000000000000003
3,14,2022-07-13T20:37:37.315Z,4,2.7
3,19,2022-07-13T20:37:37.315Z,5,7.6
9,10,2022-07-13T20:35:57.133Z,3,1.3
6,19,2022-07-13T20:35:57.133Z,4,7.800000000000001
10,13,2022-07-13T20:35:57.133Z,4,7.7
10,20,2022-07-13T20:35:57.133Z,10,5.4
6,20,2022-07-13T20:35:57.133Z,2,0.1
6,15,2022-07-13T20:35:57.133Z,5,9.3
6,10,2022-07-13T20:35:57.133Z,3,1.4000000000000001
7,17,2022-07-13T20:35:57.133Z,5,10.0
4,11,2022-07-13T20:35:57.133Z,4,0.8
4,11,2022-07-13T20:35:57.133Z,9,2.2
6,13,2022-07-13T20:37:02.250Z,7,9.5
1,19,2022-07-13T20:37:02.250Z,9,9.0
6,14,2022-07-13T20:37:02.250Z,3,8.0
3,19,2022-07-13T20:37:02.250Z,3,6.0
9,16,2022-07-13T20:37:02.250Z,3,4.699999999999999
4,16,2022-07-13T20:37:02.250Z,10,3.5999999999999996
2,14,2022-07-13T20:37:02.250Z,9,3.7
2,20,2022-07-13T20:37:02.250Z,4,0.5
7,17,2022-07-13T20:37:02.250Z,10,3.5
10,13,2022-07-13T20:37:02.250Z,1,9.5
5,16,2022-07-13T20:37:52.343Z,6,8.9
9,20,2022-07-13T20:37:52.343Z,3,4.2
1,19,2022-07-13T20:37:52.343Z,6,6.1
1,11,2022-07-13T20:37:52.343Z,8,5.1
7,20,2022-07-13T20:37:52.343Z,7,4.0
6,15,2022-07-13T20:37:52.343Z,10,5.0
10,14,2022-07-13T20:37:52.343Z,6,6.6000000000000005
3,13,2022-07-13T20:37:52.343Z,9,4.3
5,14,2022-07-13T20:37:52.343Z,3,1.9
8,14,2022-07-13T20:37:52.343Z,3,0.7000000000000001
8,18,2022-07-13T20:35:22.064Z,9,4.3
2,16,2022-07-13T20:35:22.064Z,6,4.699999999999999
8,17,2022-07-13T20:35:22.064Z,6,4.4
4,19,2022-07-13T20:35:22.064Z,4,7.6
6,19,2022-07-13T20:35:22.064Z,4,3.5
6,16,2022-07-13T20:35:22.064Z,1,2.4
10,13,2022-07-13T20:35:22.064Z,4,0.6
8,19,2022-07-13T20:35:22.064Z,4,8.0
8,15,2022-07-13T20:35:22.064Z,10,0.7000000000000001
7,15,2022-07-13T20:35:22.064Z,1,3.2
5,12,2022-07-13T20:35:52.130Z,3,8.0
6,18,2022-07-13T20:35:52.130Z,10,8.0
6,20,2022-07-13T20:35:52.130Z,2,6.0
9,19,2022-07-13T20:35:52.130Z,8,9.1
3,16,2022-07-13T20:35:52.130Z,6,3.8
5,17,2022-07-13T20:35:52.130Z,4,5.5
2,19,2022-07-13T20:35:52.130Z,8,1.7999999999999998
4,12,2022-07-13T20:35:52.130Z,4,6.8999999999999995
9,14,2022-07-13T20:35:52.130Z,3,9.7
8,11,2022-07-13T20:35:52.130Z,8,9.1
7,11,2022-07-13T20:36:22.181Z,3,2.8000000000000003
10,14,2022-07-13T20:36:22.181Z,2,3.2
9,12,2022-07-13T20:36:22.181Z,3,8.5
5,14,2022-07-13T20:36:22.181Z,1,6.3
3,20,2022-07-13T20:36:22.181Z,9,5.4
7,16,2022-07-13T20:36:22.181Z,1,8.0
3,16,2022-07-13T20:36:22.181Z,1,8.2
3,18,2022-07-13T20:36:22.181Z,6,5.6000000000000005
4,17,2022-07-13T20:36:22.181Z,5,6.4
2,18,2022-07-13T20:36:22.181Z,1,2.0
3,17,2022-07-13T20:36:37.209Z,3,1.1
10,20,2022-07-13T20:36:37.209Z,4,8.8
6,14,2022-07-13T20:36:37.209Z,4,1.0
9,10,2022-07-13T20:36:37.209Z,9,4.6000000000000005
1,13,2022-07-13T20:36:37.209Z,1,1.2
2,14,2022-07-13T20:36:37.209Z,4,8.2
3,12,2022-07-13T20:36:37.209Z,5,1.7000000000000002
1,17,2022-07-13T20:36:37.209Z,7,7.1
3,12,2022-07-13T20:36:37.209Z,9,2.2
2,19,2022-07-13T20:36:37.209Z,9,4.8
1,16,2022-07-13T20:35:42.102Z,9,7.9
8,20,2022-07-13T20:35:42.102Z,2,1.2
4,10,2022-07-13T20:35:42.102Z,5,9.0
5,20,2022-07-13T20:35:42.102Z,8,4.5
10,18,2022-07-13T20:35:42.102Z,8,9.6
1,10,2022-07-13T20:35:42.102Z,4,9.200000000000001
9,18,2022-07-13T20:35:42.102Z,1,1.5
2,20,2022-07-13T20:35:42.102Z,3,1.1
8,13,2022-07-13T20:35:42.102Z,3,7.7
9,14,2022-07-13T20:35:42.102Z,1,3.9000000000000004
7,19,2022-07-13T20:36:47.217Z,9,3.3000000000000003
9,17,2022-07-13T20:36:47.217Z,2,2.1
6,13,2022-07-13T20:36:47.217Z,5,3.7
9,20,2022-07-13T20:36:47.217Z,10,9.5
9,10,2022-07-13T20:36:47.217Z,2,8.100000000000001
5,16,2022-07-13T20:36:47.217Z,4,6.1
4,10,2022-07-13T20:36:47.217Z,6,3.0
7,11,2022-07-13T20:36:47.217Z,6,4.1
4,11,2022-07-13T20:36:47.217Z,1,7.6
4,19,2022-07-13T20:36:47.217Z,4,6.0
9,16,2022-07-13T20:36:02.146Z,3,6.3
7,20,2022-07-13T20:36:02.146Z,8,9.9
3,16,2022-07-13T20:36:02.146Z,5,4.699999999999999
9,20,2022-07-13T20:36:02.146Z,6,1.3
6,12,2022-07-13T20:36:02.146Z,4,6.0
2,15,2022-07-13T20:36:02.146Z,5,4.699999999999999
7,17,2022-07-13T20:36:02.146Z,1,0.4
6,14,2022-07-13T20:36:02.146Z,6,9.0
9,10,2022-07-13T20:36:02.146Z,10,3.5
1,18,2022-07-13T20:36:02.146Z,9,2.4
5,12,2022-07-13T20:35:47.117Z,9,0.2
4,18,2022-07-13T20:35:47.117Z,10,1.9
9,17,2022-07-13T20:35:47.117Z,10,7.4
2,17,2022-07-13T20:35:47.117Z,6,0.4
6,12,2022-07-13T20:35:47.117Z,8,0.4
2,15,2022-07-13T20:35:47.117Z,1,1.6
10,10,2022-07-13T20:35:47.117Z,10,3.5
2,13,2022-07-13T20:35:47.117Z,5,0.8
9,15,2022-07-13T20:35:47.117Z,8,2.9
1,16,2022-07-13T20:35:47.117Z,7,2.8000000000000003
10,14,2022-07-13T20:36:52.223Z,7,1.5
2,19,2022-07-13T20:36:52.223Z,10,5.0
3,17,2022-07-13T20:36:52.223Z,3,6.3
2,10,2022-07-13T20:36:52.223Z,7,2.1
8,10,2022-07-13T20:36:52.223Z,9,0.5
8,15,2022-07-13T20:36:52.223Z,10,9.399999999999999
1,18,2022-07-13T20:36:52.223Z,10,1.9
5,15,2022-07-13T20:36:52.223Z,5,1.5
3,17,2022-07-13T20:36:52.223Z,5,9.7
7,12,2022-07-13T20:36:52.223Z,10,3.7
6,16,2022-07-13T20:35:37.096Z,7,0.2
4,19,2022-07-13T20:35:37.096Z,5,3.8
7,12,2022-07-13T20:35:37.096Z,2,1.6
10,15,2022-07-13T20:35:37.096Z,10,6.0
8,19,2022-07-13T20:35:37.096Z,3,6.3
9,13,2022-07-13T20:35:37.096Z,9,8.9
9,15,2022-07-13T20:35:37.096Z,1,4.6000000000000005
6,20,2022-07-13T20:35:37.096Z,7,7.3
6,18,2022-07-13T20:35:37.096Z,4,4.5
7,18,2022-07-13T20:35:37.096Z,5,1.0
7,17,2022-07-13T20:35:12.030Z,8,4.2
10,12,2022-07-13T20:35:12.030Z,5,9.7
3,13,2022-07-13T20:35:12.030Z,1,7.199999999999999
2,13,2022-07-13T20:35:12.030Z,8,6.7
1,13,2022-07-13T20:35:12.030Z,8,8.7
1,20,2022-07-13T20:35:12.030Z,6,7.0
2,18,2022-07-13T20:35:12.030Z,3,8.8
1,16,2022-07-13T20:35:12.030Z,5,8.9
2,20,2022-07-13T20:35:12.030Z,10,4.2
8,18,2022-07-13T20:35:12.030Z,8,2.0
1,20,2022-07-13T20:37:32.308Z,4,8.8
7,10,2022-07-13T20:37:32.308Z,9,9.5
10,13,2022-07-13T20:37:32.308Z,4,6.7
6,16,2022-07-13T20:37:32.308Z,9,8.7
2,11,2022-07-13T20:37:32.308Z,4,4.1
4,18,2022-07-13T20:37:32.308Z,8,0.5
8,15,2022-07-13T20:37:32.308Z,3,8.9
3,19,2022-07-13T20:37:32.308Z,2,6.5
6,18,2022-07-13T20:37:32.308Z,10,0.4
1,10,2022-07-13T20:37:32.308Z,6,5.300000000000001
7,11,2022-07-13T20:35:27.074Z,1,5.0
6,17,2022-07-13T20:35:27.074Z,7,9.3
6,16,2022-07-13T20:35:27.074Z,6,3.1
7,16,2022-07-13T20:35:27.074Z,5,8.0
3,16,2022-07-13T20:35:27.074Z,8,3.8
4,17,2022-07-13T20:35:27.074Z,10,0.1
7,15,2022-07-13T20:35:27.074Z,4,7.6
8,13,2022-07-13T20:35:27.074Z,3,2.7
6,14,2022-07-13T20:35:27.074Z,5,2.4
5,15,2022-07-13T20:35:27.074Z,6,8.100000000000001
8,19,2022-07-13T20:37:17.283Z,4,9.7
7,11,2022-07-13T20:37:17.283Z,1,3.0
9,10,2022-07-13T20:37:17.283Z,6,3.5
4,19,2022-07-13T20:37:17.283Z,6,8.5
1,16,2022-07-13T20:37:17.283Z,3,3.5
4,14,2022-07-13T20:37:17.283Z,1,0.4
9,15,2022-07-13T20:37:17.283Z,8,6.8999999999999995
1,14,2022-07-13T20:37:17.283Z,8,6.7
8,15,2022-07-13T20:37:17.283Z,9,7.4
3,19,2022-07-13T20:37:17.283Z,2,5.0
