clicks,impressions,datetime,quantity,total_price
1,17,2022-07-13T22:54:49.220192,7,0.6
2,12,2022-07-13T22:54:49.220192,2,9.200000000000001
6,16,2022-07-13T22:54:49.220192,2,2.1
1,19,2022-07-13T22:54:49.220192,4,6.6000000000000005
7,16,2022-07-13T22:54:49.220192,6,6.0
7,19,2022-07-13T22:54:49.220192,9,4.699999999999999
8,10,2022-07-13T22:54:24.155916,8,2.3000000000000003
4,10,2022-07-13T22:54:24.155916,10,7.1
7,10,2022-07-13T22:54:24.155916,5,5.8999999999999995
10,17,2022-07-13T22:54:24.155916,2,2.1
4,18,2022-07-13T22:54:24.155916,6,9.9
8,15,2022-07-13T22:54:24.155916,6,0.1
4,14,2022-07-13T22:54:24.155916,7,9.9
3,15,2022-07-13T22:54:24.155916,7,8.6
9,18,2022-07-13T22:54:24.155916,4,9.6
7,20,2022-07-13T22:54:24.155916,7,2.2
2,11,2022-07-13T22:55:14.280110,3,9.6
2,20,2022-07-13T22:55:14.280110,7,3.1
1,12,2022-07-13T22:55:14.280110,3,9.9
7,16,2022-07-13T22:55:14.280110,4,3.9000000000000004
3,14,2022-07-13T22:55:14.280110,6,5.1
3,11,2022-07-13T22:55:14.280110,3,9.6
2,14,2022-07-13T22:55:14.281109,3,8.0
9,16,2022-07-13T22:55:14.281109,1,7.4
8,10,2022-07-13T22:55:14.281109,2,6.6000000000000005
2,20,2022-07-13T22:55:14.281109,2,6.3
7,17,2022-07-13T22:54:59.246043,8,4.699999999999999
1,14,2022-07-13T22:54:59.246043,4,7.1
6,14,2022-07-13T22:54:59.246043,8,8.7
10,14,2022-07-13T22:54:59.246043,2,7.4
10,10,2022-07-13T22:54:59.246043,5,3.8
8,12,2022-07-13T22:54:59.246043,6,7.1
1,10,2022-07-13T22:54:59.246043,8,7.1
2,17,2022-07-13T22:54:59.246043,4,7.5
10,16,2022-07-13T22:54:59.246043,4,3.2
2,16,2022-07-13T22:54:59.246043,2,4.1
5,17,2022-07-13T22:55:09.265678,1,9.5
4,16,2022-07-13T22:55:09.265678,5,4.8
2,13,2022-07-13T22:55:09.265678,1,3.8
9,18,2022-07-13T22:55:09.265678,1,8.5
5,14,2022-07-13T22:55:09.265678,4,1.0
6,15,2022-07-13T22:55:09.265678,10,9.6
7,17,2022-07-13T22:55:09.265678,6,5.1
7,10,2022-07-13T22:55:09.265678,9,6.6000000000000005
1,18,2022-07-13T22:55:09.265678,10,7.0
1,18,2022-07-13T22:55:09.265678,1,1.6
5,13,2022-07-13T22:54:44.212619,3,7.3
6,20,2022-07-13T22:54:44.212619,3,2.8000000000000003
5,12,2022-07-13T22:54:44.212619,3,9.1
6,11,2022-07-13T22:54:44.212619,2,8.5
7,10,2022-07-13T22:54:44.212619,9,7.7
8,13,2022-07-13T22:54:44.212619,4,7.4
9,20,2022-07-13T22:54:44.212619,9,5.0
6,18,2022-07-13T22:54:44.212619,8,4.2
4,12,2022-07-13T22:54:44.212619,3,9.5
6,19,2022-07-13T22:54:44.212619,1,8.4
